순번,위도,경도,,
1980,35.3224279,129.1938267,"[35.3224279, 129.1938267]","[35.3224279, 129.1938267]"
1981,35.32149276,129.1911945,"[35.32149276, 129.1911945]","[35.32149276, 129.1911945]"
1982,35.32161879,129.1910187,"[35.32161879, 129.1910187]","[35.32161879, 129.1910187]"
1983,35.3216831,129.1912827,"[35.3216831, 129.1912827]","[35.3216831, 129.1912827]"
1984,35.32180355,129.1911154,"[35.32180355, 129.1911154]","[35.32180355, 129.1911154]"
1985,35.32202072,129.1924299,"[35.32202072, 129.1924299]","[35.32202072, 129.1924299]"
1986,35.32003673,129.1916537,"[35.32003673, 129.1916537]","[35.32003673, 129.1916537]"
1987,35.32029764,129.1913704,"[35.32029764, 129.1913704]","[35.32029764, 129.1913704]"
1988,35.32037097,129.1915225,"[35.32037097, 129.1915225]","[35.32037097, 129.1915225]"
1989,35.32011724,129.1918032,"[35.32011724, 129.1918032]","[35.32011724, 129.1918032]"
1990,35.32085596,129.1890564,"[35.32085596, 129.1890564]","[35.32085596, 129.1890564]"
1991,35.32089621,129.188839,"[35.32089621, 129.188839]","[35.32089621, 129.188839]"
1992,35.32073852,129.1888673,"[35.32073852, 129.1888673]","[35.32073852, 129.1888673]"
1993,35.32068662,129.1891089,"[35.32068662, 129.1891089]","[35.32068662, 129.1891089]"
1994,35.32375882,129.185262,"[35.32375882, 129.185262]","[35.32375882, 129.185262]"
1995,35.32365917,129.1850143,"[35.32365917, 129.1850143]","[35.32365917, 129.1850143]"
1996,35.32244785,129.1847641,"[35.32244785, 129.1847641]","[35.32244785, 129.1847641]"
1997,35.32231771,129.1848632,"[35.32231771, 129.1848632]","[35.32231771, 129.1848632]"
1998,35.32239804,129.1845923,"[35.32239804, 129.1845923]","[35.32239804, 129.1845923]"
1999,35.32222375,129.1847238,"[35.32222375, 129.1847238]","[35.32222375, 129.1847238]"
2000,35.31961892,129.1840522,"[35.31961892, 129.1840522]","[35.31961892, 129.1840522]"
2001,35.31945232,129.1838741,"[35.31945232, 129.1838741]","[35.31945232, 129.1838741]"
2002,35.31944703,129.1842088,"[35.31944703, 129.1842088]","[35.31944703, 129.1842088]"
2003,35.31927468,129.1840582,"[35.31927468, 129.1840582]","[35.31927468, 129.1840582]"
2004,35.31972917,129.1811741,"[35.31972917, 129.1811741]","[35.31972917, 129.1811741]"
2005,35.31989866,129.1810959,"[35.31989866, 129.1810959]","[35.31989866, 129.1810959]"
2006,35.3195766,129.1809151,"[35.3195766, 129.1809151]","[35.3195766, 129.1809151]"
2007,35.31975989,129.1808768,"[35.31975989, 129.1808768]","[35.31975989, 129.1808768]"
2008,35.32047741,129.1786394,"[35.32047741, 129.1786394]","[35.32047741, 129.1786394]"
2009,35.32070826,129.1785116,"[35.32070826, 129.1785116]","[35.32070826, 129.1785116]"
2010,35.32063544,129.1781798,"[35.32063544, 129.1781798]","[35.32063544, 129.1781798]"
2011,35.32036463,129.1783402,"[35.32036463, 129.1783402]","[35.32036463, 129.1783402]"
2012,35.31916981,129.1776939,"[35.31916981, 129.1776939]","[35.31916981, 129.1776939]"
2013,35.3192513,129.1779922,"[35.3192513, 129.1779922]","[35.3192513, 129.1779922]"
2014,35.3194397,129.1778142,"[35.3194397, 129.1778142]","[35.3194397, 129.1778142]"
2015,35.31939481,129.1775293,"[35.31939481, 129.1775293]","[35.31939481, 129.1775293]"
2016,35.31734399,129.1764734,"[35.31734399, 129.1764734]","[35.31734399, 129.1764734]"
2017,35.3172601,129.1768824,"[35.3172601, 129.1768824]","[35.3172601, 129.1768824]"
2018,35.31745194,129.1767605,"[35.31745194, 129.1767605]","[35.31745194, 129.1767605]"
2019,35.3218852,129.1747567,"[35.3218852, 129.1747567]","[35.3218852, 129.1747567]"
2020,35.32166038,129.1748299,"[35.32166038, 129.1748299]","[35.32166038, 129.1748299]"
2021,35.32175736,129.1751268,"[35.32175736, 129.1751268]","[35.32175736, 129.1751268]"
2022,35.3219694,129.1750432,"[35.3219694, 129.1750432]","[35.3219694, 129.1750432]"
2023,35.31942869,129.1724582,"[35.31942869, 129.1724582]","[35.31942869, 129.1724582]"
2024,35.31927197,129.1726493,"[35.31927197, 129.1726493]","[35.31927197, 129.1726493]"
2025,35.32294196,129.1729044,"[35.32294196, 129.1729044]","[35.32294196, 129.1729044]"
2026,35.32304817,129.1727642,"[35.32304817, 129.1727642]","[35.32304817, 129.1727642]"
2027,35.32201466,129.1692676,"[35.32201466, 129.1692676]","[35.32201466, 129.1692676]"
2028,35.32594092,129.1703173,"[35.32594092, 129.1703173]","[35.32594092, 129.1703173]"
2029,35.32597605,129.1700948,"[35.32597605, 129.1700948]","[35.32597605, 129.1700948]"
2030,35.32610702,129.1704257,"[35.32610702, 129.1704257]","[35.32610702, 129.1704257]"
2031,35.32614708,129.1702002,"[35.32614708, 129.1702002]","[35.32614708, 129.1702002]"
2032,35.32474199,129.1670028,"[35.32474199, 129.1670028]","[35.32474199, 129.1670028]"
2033,35.32471081,129.1672883,"[35.32471081, 129.1672883]","[35.32471081, 129.1672883]"
2034,35.32450783,129.1671588,"[35.32450783, 129.1671588]","[35.32450783, 129.1671588]"
2035,35.32949206,129.1680116,"[35.32949206, 129.1680116]","[35.32949206, 129.1680116]"
2036,35.32928632,129.1678803,"[35.32928632, 129.1678803]","[35.32928632, 129.1678803]"
2037,35.32925083,129.1681155,"[35.32925083, 129.1681155]","[35.32925083, 129.1681155]"
2038,35.3294533,129.1682492,"[35.3294533, 129.1682492]","[35.3294533, 129.1682492]"
2039,35.32802493,129.1647317,"[35.32802493, 129.1647317]","[35.32802493, 129.1647317]"
2040,35.32776454,129.164905,"[35.32776454, 129.164905]","[35.32776454, 129.164905]"
2041,35.33032613,129.1634135,"[35.33032613, 129.1634135]","[35.33032613, 129.1634135]"
2042,35.33397232,129.1657093,"[35.33397232, 129.1657093]","[35.33397232, 129.1657093]"
2043,35.33390644,129.1659406,"[35.33390644, 129.1659406]","[35.33390644, 129.1659406]"
2044,35.3337929,129.1655635,"[35.3337929, 129.1655635]","[35.3337929, 129.1655635]"
2045,35.33372291,129.1658132,"[35.33372291, 129.1658132]","[35.33372291, 129.1658132]"
2046,35.33412208,129.1616117,"[35.33412208, 129.1616117]","[35.33412208, 129.1616117]"
2047,35.33282173,129.1622495,"[35.33282173, 129.1622495]","[35.33282173, 129.1622495]"
2048,35.33251942,129.1623878,"[35.33251942, 129.1623878]","[35.33251942, 129.1623878]"
2049,35.33527599,129.1650643,"[35.33527599, 129.1650643]","[35.33527599, 129.1650643]"
2050,35.33509858,129.1651391,"[35.33509858, 129.1651391]","[35.33509858, 129.1651391]"
2051,35.3371597,129.16264,"[35.3371597, 129.16264]","[35.3371597, 129.16264]"
2052,35.33713521,129.1629323,"[35.33713521, 129.1629323]","[35.33713521, 129.1629323]"
2053,35.33730739,129.1612928,"[35.33730739, 129.1612928]","[35.33730739, 129.1612928]"
2054,35.33716726,129.1615136,"[35.33716726, 129.1615136]","[35.33716726, 129.1615136]"
2055,35.33698836,129.1612804,"[35.33698836, 129.1612804]","[35.33698836, 129.1612804]"
2056,35.34000931,129.1611756,"[35.34000931, 129.1611756]","[35.34000931, 129.1611756]"
2057,35.34246949,129.1601408,"[35.34246949, 129.1601408]","[35.34246949, 129.1601408]"
2058,35.34239364,129.1603762,"[35.34239364, 129.1603762]","[35.34239364, 129.1603762]"
2059,35.3422188,129.160244,"[35.3422188, 129.160244]","[35.3422188, 129.160244]"
2060,35.34228989,129.1600136,"[35.34228989, 129.1600136]","[35.34228989, 129.1600136]"
2061,35.34402772,129.1593261,"[35.34402772, 129.1593261]","[35.34402772, 129.1593261]"
2062,35.32688076,129.1718437,"[35.32688076, 129.1718437]","[35.32688076, 129.1718437]"
2063,35.32672218,129.1717888,"[35.32672218, 129.1717888]","[35.32672218, 129.1717888]"
2064,35.32667471,129.1719692,"[35.32667471, 129.1719692]","[35.32667471, 129.1719692]"
2065,35.32682639,129.1720144,"[35.32682639, 129.1720144]","[35.32682639, 129.1720144]"
2066,35.32366794,129.1761894,"[35.32366794, 129.1761894]","[35.32366794, 129.1761894]"
2067,35.32369456,129.1763562,"[35.32369456, 129.1763562]","[35.32369456, 129.1763562]"
2068,35.32381084,129.176282,"[35.32381084, 129.176282]","[35.32381084, 129.176282]"
2069,35.32622793,129.1777733,"[35.32622793, 129.1777733]","[35.32622793, 129.1777733]"
2070,35.32602537,129.1777942,"[35.32602537, 129.1777942]","[35.32602537, 129.1777942]"
2071,35.32612237,129.1780173,"[35.32612237, 129.1780173]","[35.32612237, 129.1780173]"
2072,35.32631969,129.1779707,"[35.32631969, 129.1779707]","[35.32631969, 129.1779707]"
2073,35.32711152,129.1759126,"[35.32711152, 129.1759126]","[35.32711152, 129.1759126]"
2074,35.32780508,129.1742268,"[35.32780508, 129.1742268]","[35.32780508, 129.1742268]"
2075,35.32778914,129.174493,"[35.32778914, 129.174493]","[35.32778914, 129.174493]"
2076,35.32220224,129.179371,"[35.32220224, 129.179371]","[35.32220224, 129.179371]"
2077,35.32238457,129.179218,"[35.32238457, 129.179218]","[35.32238457, 129.179218]"
2078,35.32238895,129.179454,"[35.32238895, 129.179454]","[35.32238895, 129.179454]"
2079,35.32222224,129.1796832,"[35.32222224, 129.1796832]","[35.32222224, 129.1796832]"
2080,35.3249576,129.1805872,"[35.3249576, 129.1805872]","[35.3249576, 129.1805872]"
2081,35.32467068,129.1807402,"[35.32467068, 129.1807402]","[35.32467068, 129.1807402]"
2082,35.32473276,129.1809611,"[35.32473276, 129.1809611]","[35.32473276, 129.1809611]"
2083,35.32498192,129.1808644,"[35.32498192, 129.1808644]","[35.32498192, 129.1808644]"
2084,35.3242854,129.2088474,"[35.3242854, 129.2088474]","[35.3242854, 129.2088474]"
2085,35.32440172,129.2101663,"[35.32440172, 129.2101663]","[35.32440172, 129.2101663]"
2086,35.32449657,129.2126659,"[35.32449657, 129.2126659]","[35.32449657, 129.2126659]"
2087,35.31663771,129.1798775,"[35.31663771, 129.1798775]","[35.31663771, 129.1798775]"
2088,35.31646643,129.180014,"[35.31646643, 129.180014]","[35.31646643, 129.180014]"
2089,35.31660587,129.1802332,"[35.31660587, 129.1802332]","[35.31660587, 129.1802332]"
2090,35.31678445,129.180068,"[35.31678445, 129.180068]","[35.31678445, 129.180068]"
2091,35.31868499,129.1841431,"[35.31868499, 129.1841431]","[35.31868499, 129.1841431]"
2092,35.32745407,129.1751894,"[35.32745407, 129.1751894]","[35.32745407, 129.1751894]"
2093,35.32742094,129.1733545,"[35.32742094, 129.1733545]","[35.32742094, 129.1733545]"
2094,35.32158318,129.2355226,"[35.32158318, 129.2355226]","[35.32158318, 129.2355226]"
2095,35.3188958,129.1919362,"[35.3188958, 129.1919362]","[35.3188958, 129.1919362]"
2096,35.22428062,129.2135841,"[35.22428062, 129.2135841]","[35.22428062, 129.2135841]"
2097,35.31017175,129.2410541,"[35.31017175, 129.2410541]","[35.31017175, 129.2410541]"
2098,35.23618267,129.1686596,"[35.23618267, 129.1686596]","[35.23618267, 129.1686596]"
2099,35.25623284,129.2241994,"[35.25623284, 129.2241994]","[35.25623284, 129.2241994]"
2100,35.21138096,129.2221425,"[35.21138096, 129.2221425]","[35.21138096, 129.2221425]"
2101,35.21147113,129.2219489,"[35.21147113, 129.2219489]","[35.21147113, 129.2219489]"
2102,35.2378695,129.1728354,"[35.2378695, 129.1728354]","[35.2378695, 129.1728354]"
2103,35.2361806,129.1617525,"[35.2361806, 129.1617525]","[35.2361806, 129.1617525]"
2104,35.24630343,129.1798062,"[35.24630343, 129.1798062]","[35.24630343, 129.1798062]"
2105,35.24299595,129.2135378,"[35.24299595, 129.2135378]","[35.24299595, 129.2135378]"
2106,35.24330818,129.2135576,"[35.24330818, 129.2135576]","[35.24330818, 129.2135576]"
2107,35.25054024,129.18942,"[35.25054024, 129.18942]","[35.25054024, 129.18942]"
2108,35.25409038,129.2156726,"[35.25409038, 129.2156726]","[35.25409038, 129.2156726]"
2109,35.25416612,129.2160199,"[35.25416612, 129.2160199]","[35.25416612, 129.2160199]"
2110,35.2380536,129.2133139,"[35.2380536, 129.2133139]","[35.2380536, 129.2133139]"
2111,35.23469887,129.2186222,"[35.23469887, 129.2186222]","[35.23469887, 129.2186222]"
2112,35.23433988,129.2188661,"[35.23433988, 129.2188661]","[35.23433988, 129.2188661]"
2113,35.24112178,129.213486,"[35.24112178, 129.213486]","[35.24112178, 129.213486]"
2114,35.24140983,129.2134928,"[35.24140983, 129.2134928]","[35.24140983, 129.2134928]"
2115,35.24807904,129.213832,"[35.24807904, 129.213832]","[35.24807904, 129.213832]"
2116,35.24506332,129.2136863,"[35.24506332, 129.2136863]","[35.24506332, 129.2136863]"
2117,35.20527758,129.2242068,"[35.20527758, 129.2242068]","[35.20527758, 129.2242068]"
2118,35.1976477,129.222901,"[35.1976477, 129.222901]","[35.1976477, 129.222901]"
2119,35.19414129,129.2202795,"[35.19414129, 129.2202795]","[35.19414129, 129.2202795]"
2120,35.19144881,129.2157007,"[35.19144881, 129.2157007]","[35.19144881, 129.2157007]"
2121,35.18386969,129.2102972,"[35.18386969, 129.2102972]","[35.18386969, 129.2102972]"
2122,35.18640755,129.2113961,"[35.18640755, 129.2113961]","[35.18640755, 129.2113961]"
2123,35.25315885,129.1928022,"[35.25315885, 129.1928022]","[35.25315885, 129.1928022]"
2124,35.25389799,129.1955277,"[35.25389799, 129.1955277]","[35.25389799, 129.1955277]"
2125,35.2531757,129.2039878,"[35.2531757, 129.2039878]","[35.2531757, 129.2039878]"
2126,35.24973408,129.2091294,"[35.24973408, 129.2091294]","[35.24973408, 129.2091294]"
2127,35.24913777,129.2138516,"[35.24913777, 129.2138516]","[35.24913777, 129.2138516]"
2128,35.2487655,129.2137911,"[35.2487655, 129.2137911]","[35.2487655, 129.2137911]"
2129,35.24904285,129.2140138,"[35.24904285, 129.2140138]","[35.24904285, 129.2140138]"
2130,35.25061518,129.2156748,"[35.25061518, 129.2156748]","[35.25061518, 129.2156748]"
2131,35.25074708,129.2159447,"[35.25074708, 129.2159447]","[35.25074708, 129.2159447]"
2132,35.25098764,129.2169732,"[35.25098764, 129.2169732]","[35.25098764, 129.2169732]"
2133,35.25120308,129.2209936,"[35.25120308, 129.2209936]","[35.25120308, 129.2209936]"
2134,35.25143562,129.2209135,"[35.25143562, 129.2209135]","[35.25143562, 129.2209135]"
2135,35.2517326,129.2208634,"[35.2517326, 129.2208634]","[35.2517326, 129.2208634]"
2136,35.24506287,129.220961,"[35.24506287, 129.220961]","[35.24506287, 129.220961]"
2137,35.24339796,129.2206641,"[35.24339796, 129.2206641]","[35.24339796, 129.2206641]"
2138,35.2409244,129.2203877,"[35.2409244, 129.2203877]","[35.2409244, 129.2203877]"
2139,35.24189544,129.2204188,"[35.24189544, 129.2204188]","[35.24189544, 129.2204188]"
2140,35.23935736,129.2199868,"[35.23935736, 129.2199868]","[35.23935736, 129.2199868]"
2141,35.23768245,129.218926,"[35.23768245, 129.218926]","[35.23768245, 129.218926]"
2142,35.23606383,129.2177135,"[35.23606383, 129.2177135]","[35.23606383, 129.2177135]"
2143,35.23574362,129.2177077,"[35.23574362, 129.2177077]","[35.23574362, 129.2177077]"
2144,35.23578173,129.2179271,"[35.23578173, 129.2179271]","[35.23578173, 129.2179271]"
2145,35.23612138,129.217941,"[35.23612138, 129.217941]","[35.23612138, 129.217941]"
2146,35.22751369,129.2151691,"[35.22751369, 129.2151691]","[35.22751369, 129.2151691]"
2147,35.20673726,129.2076212,"[35.20673726, 129.2076212]","[35.20673726, 129.2076212]"
2148,35.20477654,129.2063282,"[35.20477654, 129.2063282]","[35.20477654, 129.2063282]"
2149,35.20460901,129.206119,"[35.20460901, 129.206119]","[35.20460901, 129.206119]"
2150,35.2044672,129.206341,"[35.2044672, 129.206341]","[35.2044672, 129.206341]"
2151,35.20460081,129.2065484,"[35.20460081, 129.2065484]","[35.20460081, 129.2065484]"
2152,35.20182437,129.2064955,"[35.20182437, 129.2064955]","[35.20182437, 129.2064955]"
2153,35.20037896,129.2066206,"[35.20037896, 129.2066206]","[35.20037896, 129.2066206]"
2154,35.14603538,128.9847288,"[35.14603538, 128.9847288]","[35.14603538, 128.9847288]"
2155,35.13886171,128.9792522,"[35.13886171, 128.9792522]","[35.13886171, 128.9792522]"
2156,35.14159733,128.983708,"[35.14159733, 128.983708]","[35.14159733, 128.983708]"
2157,35.14192481,128.9775948,"[35.14192481, 128.9775948]","[35.14192481, 128.9775948]"
2158,35.13733579,128.9936119,"[35.13733579, 128.9936119]","[35.13733579, 128.9936119]"
2159,35.14111786,128.9704363,"[35.14111786, 128.9704363]","[35.14111786, 128.9704363]"
2160,35.12449304,128.96774,"[35.12449304, 128.96774]","[35.12449304, 128.96774]"
2161,35.15212523,128.9902163,"[35.15212523, 128.9902163]","[35.15212523, 128.9902163]"
2162,35.15216613,128.9898889,"[35.15216613, 128.9898889]","[35.15216613, 128.9898889]"
2163,35.136217,128.9758107,"[35.136217, 128.9758107]","[35.136217, 128.9758107]"
2164,35.1364342,128.9760303,"[35.1364342, 128.9760303]","[35.1364342, 128.9760303]"
2165,35.13629591,128.9760236,"[35.13629591, 128.9760236]","[35.13629591, 128.9760236]"
2166,35.16948149,128.9886688,"[35.16948149, 128.9886688]","[35.16948149, 128.9886688]"
2167,35.14021263,128.9820752,"[35.14021263, 128.9820752]","[35.14021263, 128.9820752]"
2168,35.14057514,128.9829474,"[35.14057514, 128.9829474]","[35.14057514, 128.9829474]"
2169,35.15916901,128.9758744,"[35.15916901, 128.9758744]","[35.15916901, 128.9758744]"
2170,35.14944963,129.0112884,"[35.14944963, 129.0112884]","[35.14944963, 129.0112884]"
2171,35.15031867,128.9857623,"[35.15031867, 128.9857623]","[35.15031867, 128.9857623]"
2172,35.14986485,128.9856522,"[35.14986485, 128.9856522]","[35.14986485, 128.9856522]"
2173,35.14246404,128.9838817,"[35.14246404, 128.9838817]","[35.14246404, 128.9838817]"
2174,35.14243143,128.9701606,"[35.14243143, 128.9701606]","[35.14243143, 128.9701606]"
2175,35.15097589,128.9722624,"[35.15097589, 128.9722624]","[35.15097589, 128.9722624]"
2176,35.15370921,128.9731842,"[35.15370921, 128.9731842]","[35.15370921, 128.9731842]"
2177,35.15928552,128.9757803,"[35.15928552, 128.9757803]","[35.15928552, 128.9757803]"
2178,35.1590781,128.9757256,"[35.1590781, 128.9757256]","[35.1590781, 128.9757256]"
2179,35.16809073,128.9769903,"[35.16809073, 128.9769903]","[35.16809073, 128.9769903]"
2180,35.15302008,129.0111758,"[35.15302008, 129.0111758]","[35.15302008, 129.0111758]"
2181,35.15256297,129.0055974,"[35.15256297, 129.0055974]","[35.15256297, 129.0055974]"
2182,35.14411027,128.9716803,"[35.14411027, 128.9716803]","[35.14411027, 128.9716803]"
2183,35.18724586,128.9906462,"[35.18724586, 128.9906462]","[35.18724586, 128.9906462]"
2184,35.15425193,128.9929236,"[35.15425193, 128.9929236]","[35.15425193, 128.9929236]"
2185,35.15596483,128.9905141,"[35.15596483, 128.9905141]","[35.15596483, 128.9905141]"
2186,35.16731376,128.9835391,"[35.16731376, 128.9835391]","[35.16731376, 128.9835391]"
2187,35.16735306,128.9837587,"[35.16735306, 128.9837587]","[35.16735306, 128.9837587]"
2188,35.19178118,128.9893181,"[35.19178118, 128.9893181]","[35.19178118, 128.9893181]"
2189,35.1534051,129.0015639,"[35.1534051, 129.0015639]","[35.1534051, 129.0015639]"
2190,35.14189817,128.9820938,"[35.14189817, 128.9820938]","[35.14189817, 128.9820938]"
2191,35.16768242,128.9822436,"[35.16768242, 128.9822436]","[35.16768242, 128.9822436]"
2192,35.16710634,128.9821261,"[35.16710634, 128.9821261]","[35.16710634, 128.9821261]"
2193,35.12793188,128.9695562,"[35.12793188, 128.9695562]","[35.12793188, 128.9695562]"
2194,35.1578212,128.9744403,"[35.1578212, 128.9744403]","[35.1578212, 128.9744403]"
2195,35.15053236,129.0059653,"[35.15053236, 129.0059653]","[35.15053236, 129.0059653]"
2196,35.15628931,128.9888302,"[35.15628931, 128.9888302]","[35.15628931, 128.9888302]"
2197,35.15777739,128.9835862,"[35.15777739, 128.9835862]","[35.15777739, 128.9835862]"
2198,35.15770687,128.9838602,"[35.15770687, 128.9838602]","[35.15770687, 128.9838602]"
2199,35.17517007,128.9884318,"[35.17517007, 128.9884318]","[35.17517007, 128.9884318]"
2200,35.19291122,128.9863188,"[35.19291122, 128.9863188]","[35.19291122, 128.9863188]"
2201,35.18975245,128.9914957,"[35.18975245, 128.9914957]","[35.18975245, 128.9914957]"
2202,35.1584685,128.9797496,"[35.1584685, 128.9797496]","[35.1584685, 128.9797496]"
