순번,위도,경도,,
1681,35.13693518,129.0566759,"[35.13693518, 129.0566759]","[35.13693518, 129.0566759]"
1682,35.13730798,129.0566775,"[35.13730798, 129.0566775]","[35.13730798, 129.0566775]"
1683,35.1153099,129.0397107,"[35.1153099, 129.0397107]","[35.1153099, 129.0397107]"
1684,35.13483993,129.0548963,"[35.13483993, 129.0548963]","[35.13483993, 129.0548963]"
1685,35.13928193,129.0617709,"[35.13928193, 129.0617709]","[35.13928193, 129.0617709]"
1686,35.13897198,129.0620703,"[35.13897198, 129.0620703]","[35.13897198, 129.0620703]"
1687,35.120008,129.042374,"[35.120008, 129.042374]","[35.120008, 129.042374]"
1688,35.12567023,129.0457079,"[35.12567023, 129.0457079]","[35.12567023, 129.0457079]"
1689,35.13298287,129.0535489,"[35.13298287, 129.0535489]","[35.13298287, 129.0535489]"
1690,35.14261083,129.0559732,"[35.14261083, 129.0559732]","[35.14261083, 129.0559732]"
1691,35.14204925,129.0559356,"[35.14204925, 129.0559356]","[35.14204925, 129.0559356]"
1692,35.1412886,129.0565663,"[35.1412886, 129.0565663]","[35.1412886, 129.0565663]"
1693,35.14220949,129.0566175,"[35.14220949, 129.0566175]","[35.14220949, 129.0566175]"
1694,35.14225007,129.0563455,"[35.14225007, 129.0563455]","[35.14225007, 129.0563455]"
1695,35.13813432,129.0564878,"[35.13813432, 129.0564878]","[35.13813432, 129.0564878]"
1696,35.13933865,129.0564969,"[35.13933865, 129.0564969]","[35.13933865, 129.0564969]"
1697,35.13729585,129.0635035,"[35.13729585, 129.0635035]","[35.13729585, 129.0635035]"
1698,35.13690588,129.0637804,"[35.13690588, 129.0637804]","[35.13690588, 129.0637804]"
1699,35.13714159,129.0637267,"[35.13714159, 129.0637267]","[35.13714159, 129.0637267]"
1700,35.11097335,129.0416564,"[35.11097335, 129.0416564]","[35.11097335, 129.0416564]"
1701,35.14017227,129.0609353,"[35.14017227, 129.0609353]","[35.14017227, 129.0609353]"
1702,35.12584044,129.0519528,"[35.12584044, 129.0519528]","[35.12584044, 129.0519528]"
1703,35.12618893,129.0521359,"[35.12618893, 129.0521359]","[35.12618893, 129.0521359]"
1704,35.12654541,129.0545992,"[35.12654541, 129.0545992]","[35.12654541, 129.0545992]"
1705,35.12631775,129.0547436,"[35.12631775, 129.0547436]","[35.12631775, 129.0547436]"
1706,35.12671329,129.0548216,"[35.12671329, 129.0548216]","[35.12671329, 129.0548216]"
1707,35.130038,129.0598284,"[35.130038, 129.0598284]","[35.130038, 129.0598284]"
1708,35.13003651,129.0600094,"[35.13003651, 129.0600094]","[35.13003651, 129.0600094]"
1709,35.13006493,129.0601274,"[35.13006493, 129.0601274]","[35.13006493, 129.0601274]"
1710,35.13131235,129.0597883,"[35.13131235, 129.0597883]","[35.13131235, 129.0597883]"
1711,35.1344413,129.0590831,"[35.1344413, 129.0590831]","[35.1344413, 129.0590831]"
1712,35.13416472,129.0591252,"[35.13416472, 129.0591252]","[35.13416472, 129.0591252]"
1713,35.13410375,129.0595101,"[35.13410375, 129.0595101]","[35.13410375, 129.0595101]"
1714,35.1342006,129.0596503,"[35.1342006, 129.0596503]","[35.1342006, 129.0596503]"
1715,35.13443564,129.0596425,"[35.13443564, 129.0596425]","[35.13443564, 129.0596425]"
1716,35.07834008,129.0056772,"[35.07834008, 129.0056772]","[35.07834008, 129.0056772]"
1717,35.10207587,129.021436,"[35.10207587, 129.021436]","[35.10207587, 129.021436]"
1718,35.08947045,129.0234359,"[35.08947045, 129.0234359]","[35.08947045, 129.0234359]"
1719,35.07928613,129.0200181,"[35.07928613, 129.0200181]","[35.07928613, 129.0200181]"
1720,35.09287699,129.0221321,"[35.09287699, 129.0221321]","[35.09287699, 129.0221321]"
1721,35.09446231,129.0221669,"[35.09446231, 129.0221669]","[35.09446231, 129.0221669]"
1722,35.09803572,129.0169227,"[35.09803572, 129.0169227]","[35.09803572, 129.0169227]"
1723,35.07282018,129.0065654,"[35.07282018, 129.0065654]","[35.07282018, 129.0065654]"
1724,35.07144163,129.0074537,"[35.07144163, 129.0074537]","[35.07144163, 129.0074537]"
1725,35.07043941,129.0081045,"[35.07043941, 129.0081045]","[35.07043941, 129.0081045]"
1726,35.06839396,129.0094129,"[35.06839396, 129.0094129]","[35.06839396, 129.0094129]"
1727,35.06850268,129.0090416,"[35.06850268, 129.0090416]","[35.06850268, 129.0090416]"
1728,35.10331756,129.0197454,"[35.10331756, 129.0197454]","[35.10331756, 129.0197454]"
1729,35.11602258,129.0176868,"[35.11602258, 129.0176868]","[35.11602258, 129.0176868]"
1730,35.09177372,129.0225454,"[35.09177372, 129.0225454]","[35.09177372, 129.0225454]"
1731,35.11774704,129.0164605,"[35.11774704, 129.0164605]","[35.11774704, 129.0164605]"
1732,35.11677448,129.0134828,"[35.11677448, 129.0134828]","[35.11677448, 129.0134828]"
1733,35.07790022,129.0162661,"[35.07790022, 129.0162661]","[35.07790022, 129.0162661]"
1734,35.07588145,129.0166118,"[35.07588145, 129.0166118]","[35.07588145, 129.0166118]"
1735,35.11824225,129.0187796,"[35.11824225, 129.0187796]","[35.11824225, 129.0187796]"
1736,35.08084398,129.0242228,"[35.08084398, 129.0242228]","[35.08084398, 129.0242228]"
1737,35.07873328,129.0174457,"[35.07873328, 129.0174457]","[35.07873328, 129.0174457]"
1738,35.1099203,129.022464,"[35.1099203, 129.022464]","[35.1099203, 129.022464]"
1739,35.08102433,129.024243,"[35.08102433, 129.024243]","[35.08102433, 129.024243]"
1740,35.07988474,129.0221206,"[35.07988474, 129.0221206]","[35.07988474, 129.0221206]"
1741,35.08017628,129.0222622,"[35.08017628, 129.0222622]","[35.08017628, 129.0222622]"
1742,35.07660335,129.0160433,"[35.07660335, 129.0160433]","[35.07660335, 129.0160433]"
1743,35.07596076,129.0161156,"[35.07596076, 129.0161156]","[35.07596076, 129.0161156]"
1744,35.07571275,129.0162524,"[35.07571275, 129.0162524]","[35.07571275, 129.0162524]"
1745,35.11978746,129.0108053,"[35.11978746, 129.0108053]","[35.11978746, 129.0108053]"
1746,35.11925753,129.0112708,"[35.11925753, 129.0112708]","[35.11925753, 129.0112708]"
1747,35.11807778,129.0119239,"[35.11807778, 129.0119239]","[35.11807778, 129.0119239]"
1748,35.11722159,129.012402,"[35.11722159, 129.012402]","[35.11722159, 129.012402]"
1749,35.08251623,129.025035,"[35.08251623, 129.025035]","[35.08251623, 129.025035]"
1750,35.0819601,129.0124057,"[35.0819601, 129.0124057]","[35.0819601, 129.0124057]"
1751,35.09970377,129.0209535,"[35.09970377, 129.0209535]","[35.09970377, 129.0209535]"
1752,35.09965621,129.0220336,"[35.09965621, 129.0220336]","[35.09965621, 129.0220336]"
1753,35.09960173,129.0233562,"[35.09960173, 129.0233562]","[35.09960173, 129.0233562]"
1754,35.0998722,129.0176245,"[35.0998722, 129.0176245]","[35.0998722, 129.0176245]"
1755,35.09982589,129.0183753,"[35.09982589, 129.0183753]","[35.09982589, 129.0183753]"
1756,35.10514812,129.0213134,"[35.10514812, 129.0213134]","[35.10514812, 129.0213134]"
1757,35.10467597,129.0212918,"[35.10467597, 129.0212918]","[35.10467597, 129.0212918]"
1758,35.10610856,129.0214944,"[35.10610856, 129.0214944]","[35.10610856, 129.0214944]"
1759,35.10870073,129.0189937,"[35.10870073, 129.0189937]","[35.10870073, 129.0189937]"
1760,35.10949329,129.0149855,"[35.10949329, 129.0149855]","[35.10949329, 129.0149855]"
1761,35.10952407,129.0163157,"[35.10952407, 129.0163157]","[35.10952407, 129.0163157]"
1762,35.07781062,129.0161248,"[35.07781062, 129.0161248]","[35.07781062, 129.0161248]"
1763,35.07849514,129.0164599,"[35.07849514, 129.0164599]","[35.07849514, 129.0164599]"
1764,35.07956678,129.0177957,"[35.07956678, 129.0177957]","[35.07956678, 129.0177957]"
1765,35.08144439,129.0154834,"[35.08144439, 129.0154834]","[35.08144439, 129.0154834]"
1766,35.08125164,129.0162562,"[35.08125164, 129.0162562]","[35.08125164, 129.0162562]"
1767,35.07938186,129.0211127,"[35.07938186, 129.0211127]","[35.07938186, 129.0211127]"
1768,35.07959475,129.0211071,"[35.07959475, 129.0211071]","[35.07959475, 129.0211071]"
1769,35.08534403,129.0247462,"[35.08534403, 129.0247462]","[35.08534403, 129.0247462]"
1770,35.08452155,129.0248318,"[35.08452155, 129.0248318]","[35.08452155, 129.0248318]"
1771,35.08743734,129.0245281,"[35.08743734, 129.0245281]","[35.08743734, 129.0245281]"
1772,35.0863902,129.0246369,"[35.0863902, 129.0246369]","[35.0863902, 129.0246369]"
1773,35.0892849,129.0243281,"[35.0892849, 129.0243281]","[35.0892849, 129.0243281]"
1774,35.08867349,129.0243956,"[35.08867349, 129.0243956]","[35.08867349, 129.0243956]"
1775,35.09073187,129.0241787,"[35.09073187, 129.0241787]","[35.09073187, 129.0241787]"
1776,35.09320347,129.0239178,"[35.09320347, 129.0239178]","[35.09320347, 129.0239178]"
1777,35.09208418,129.0240343,"[35.09208418, 129.0240343]","[35.09208418, 129.0240343]"
1778,35.09503316,129.0242277,"[35.09503316, 129.0242277]","[35.09503316, 129.0242277]"
1779,35.09432454,129.0240748,"[35.09432454, 129.0240748]","[35.09432454, 129.0240748]"
1780,35.11342852,129.016033,"[35.11342852, 129.016033]","[35.11342852, 129.016033]"
1781,35.11242487,129.0165728,"[35.11242487, 129.0165728]","[35.11242487, 129.0165728]"
1782,35.11107027,129.0206817,"[35.11107027, 129.0206817]","[35.11107027, 129.0206817]"
1783,35.11097313,129.0204065,"[35.11097313, 129.0204065]","[35.11097313, 129.0204065]"
1784,35.11129761,129.0217874,"[35.11129761, 129.0217874]","[35.11129761, 129.0217874]"
1785,35.11149757,129.0219203,"[35.11149757, 129.0219203]","[35.11149757, 129.0219203]"
1786,35.11137065,129.021509,"[35.11137065, 129.021509]","[35.11137065, 129.021509]"
1787,35.11173148,129.021876,"[35.11173148, 129.021876]","[35.11173148, 129.021876]"
1788,35.11157393,129.0216396,"[35.11157393, 129.0216396]","[35.11157393, 129.0216396]"
1789,35.11338615,129.0206931,"[35.11338615, 129.0206931]","[35.11338615, 129.0206931]"
1790,35.1152406,129.0181482,"[35.1152406, 129.0181482]","[35.1152406, 129.0181482]"
1791,35.11469923,129.0141424,"[35.11469923, 129.0141424]","[35.11469923, 129.0141424]"
1792,35.11475896,129.0153145,"[35.11475896, 129.0153145]","[35.11475896, 129.0153145]"
1793,35.11508648,129.0153435,"[35.11508648, 129.0153435]","[35.11508648, 129.0153435]"
1794,35.11494615,129.0150468,"[35.11494615, 129.0150468]","[35.11494615, 129.0150468]"
1795,35.11263033,129.0132837,"[35.11263033, 129.0132837]","[35.11263033, 129.0132837]"
1796,35.11374927,129.013908,"[35.11374927, 129.013908]","[35.11374927, 129.013908]"
1797,35.11069185,129.0116753,"[35.11069185, 129.0116753]","[35.11069185, 129.0116753]"
1798,35.11129203,129.0125062,"[35.11129203, 129.0125062]","[35.11129203, 129.0125062]"
1799,35.11054475,129.017598,"[35.11054475, 129.017598]","[35.11054475, 129.017598]"
1800,35.1100103,129.0177074,"[35.1100103, 129.0177074]","[35.1100103, 129.0177074]"
1801,35.1099348,129.0179458,"[35.1099348, 129.0179458]","[35.1099348, 129.0179458]"
1802,35.11012251,129.0180253,"[35.11012251, 129.0180253]","[35.11012251, 129.0180253]"
1803,35.11049685,129.0190837,"[35.11049685, 129.0190837]","[35.11049685, 129.0190837]"
1804,35.10784202,129.0199928,"[35.10784202, 129.0199928]","[35.10784202, 129.0199928]"
1805,35.10750823,129.0201755,"[35.10750823, 129.0201755]","[35.10750823, 129.0201755]"
1806,35.1076213,129.0203355,"[35.1076213, 129.0203355]","[35.1076213, 129.0203355]"
1807,35.1046908,129.0200491,"[35.1046908, 129.0200491]","[35.1046908, 129.0200491]"
1808,35.10594015,129.0201279,"[35.10594015, 129.0201279]","[35.10594015, 129.0201279]"
1809,35.10331098,129.0210123,"[35.10331098, 129.0210123]","[35.10331098, 129.0210123]"
1810,35.10314708,129.0212037,"[35.10314708, 129.0212037]","[35.10314708, 129.0212037]"
1811,35.10328857,129.021496,"[35.10328857, 129.021496]","[35.10328857, 129.021496]"
1812,35.10346527,129.0212519,"[35.10346527, 129.0212519]","[35.10346527, 129.0212519]"
1813,35.10343436,129.0199755,"[35.10343436, 129.0199755]","[35.10343436, 129.0199755]"
1814,35.1033707,129.0198767,"[35.1033707, 129.0198767]","[35.1033707, 129.0198767]"
1815,35.10333082,129.0199437,"[35.10333082, 129.0199437]","[35.10333082, 129.0199437]"
1816,35.10331329,129.0197978,"[35.10331329, 129.0197978]","[35.10331329, 129.0197978]"
1817,35.10323448,129.0199389,"[35.10323448, 129.0199389]","[35.10323448, 129.0199389]"
1818,35.10329298,129.0199888,"[35.10329298, 129.0199888]","[35.10329298, 129.0199888]"
1819,35.10332438,129.020103,"[35.10332438, 129.020103]","[35.10332438, 129.020103]"
1820,35.09977194,129.0194526,"[35.09977194, 129.0194526]","[35.09977194, 129.0194526]"
1821,35.0997518,129.0199686,"[35.0997518, 129.0199686]","[35.0997518, 129.0199686]"
1822,35.10114251,129.0198082,"[35.10114251, 129.0198082]","[35.10114251, 129.0198082]"
1823,35.09773354,129.0209753,"[35.09773354, 129.0209753]","[35.09773354, 129.0209753]"
1824,35.0979682,129.0207194,"[35.0979682, 129.0207194]","[35.0979682, 129.0207194]"
1825,35.09657952,129.02242,"[35.09657952, 129.02242]","[35.09657952, 129.02242]"
1826,35.09657195,129.0231647,"[35.09657195, 129.0231647]","[35.09657195, 129.0231647]"
1827,35.09649076,129.0238036,"[35.09649076, 129.0238036]","[35.09649076, 129.0238036]"
1828,35.0960853,129.024459,"[35.0960853, 129.024459]","[35.0960853, 129.024459]"
1829,35.32829802,129.1687243,"[35.32829802, 129.1687243]","[35.32829802, 129.1687243]"
1830,35.24124629,129.2133067,"[35.24124629, 129.2133067]","[35.24124629, 129.2133067]"
1831,35.32188456,129.2352953,"[35.32188456, 129.2352953]","[35.32188456, 129.2352953]"
1832,35.31604858,129.2601695,"[35.31604858, 129.2601695]","[35.31604858, 129.2601695]"
1833,35.35308052,129.1368272,"[35.35308052, 129.1368272]","[35.35308052, 129.1368272]"
1834,35.33069397,129.171587,"[35.33069397, 129.171587]","[35.33069397, 129.171587]"
1835,35.34751855,129.1587659,"[35.34751855, 129.1587659]","[35.34751855, 129.1587659]"
1836,35.27448954,129.1504221,"[35.27448954, 129.1504221]","[35.27448954, 129.1504221]"
1837,35.27380298,129.1511852,"[35.27380298, 129.1511852]","[35.27380298, 129.1511852]"
1838,35.27360373,129.1512859,"[35.27360373, 129.1512859]","[35.27360373, 129.1512859]"
1839,35.27319228,129.1520056,"[35.27319228, 129.1520056]","[35.27319228, 129.1520056]"
1840,35.32888089,129.1791026,"[35.32888089, 129.1791026]","[35.32888089, 129.1791026]"
1841,35.24623811,129.2137539,"[35.24623811, 129.2137539]","[35.24623811, 129.2137539]"
1842,35.3288063,129.1789244,"[35.3288063, 129.1789244]","[35.3288063, 129.1789244]"
1843,35.32900955,129.1790195,"[35.32900955, 129.1790195]","[35.32900955, 129.1790195]"
1844,35.21777046,129.2110093,"[35.21777046, 129.2110093]","[35.21777046, 129.2110093]"
1845,35.18627906,129.2114813,"[35.18627906, 129.2114813]","[35.18627906, 129.2114813]"
1846,35.22682817,129.2121415,"[35.22682817, 129.2121415]","[35.22682817, 129.2121415]"
1847,35.27471648,129.1497726,"[35.27471648, 129.1497726]","[35.27471648, 129.1497726]"
1848,35.27463106,129.1499191,"[35.27463106, 129.1499191]","[35.27463106, 129.1499191]"
1849,35.23421424,129.2131975,"[35.23421424, 129.2131975]","[35.23421424, 129.2131975]"
1850,35.234075,129.2130862,"[35.234075, 129.2130862]","[35.234075, 129.2130862]"
1851,35.23421967,129.2169294,"[35.23421967, 129.2169294]","[35.23421967, 129.2169294]"
1852,35.24518488,129.2134922,"[35.24518488, 129.2134922]","[35.24518488, 129.2134922]"
1853,35.23537873,129.2131726,"[35.23537873, 129.2131726]","[35.23537873, 129.2131726]"
1854,35.23676204,129.2132343,"[35.23676204, 129.2132343]","[35.23676204, 129.2132343]"
1855,35.23775868,129.2132827,"[35.23775868, 129.2132827]","[35.23775868, 129.2132827]"
1856,35.25397955,129.2158389,"[35.25397955, 129.2158389]","[35.25397955, 129.2158389]"
1857,35.37055211,129.2435793,"[35.37055211, 129.2435793]","[35.37055211, 129.2435793]"
1858,35.31232666,129.1148213,"[35.31232666, 129.1148213]","[35.31232666, 129.1148213]"
1859,35.24103385,129.2200807,"[35.24103385, 129.2200807]","[35.24103385, 129.2200807]"
1860,35.25436017,129.2169667,"[35.25436017, 129.2169667]","[35.25436017, 129.2169667]"
1861,35.24516669,129.2139114,"[35.24516669, 129.2139114]","[35.24516669, 129.2139114]"
1862,35.2545971,129.217643,"[35.2545971, 129.217643]","[35.2545971, 129.217643]"
1863,35.25482014,129.2179059,"[35.25482014, 129.2179059]","[35.25482014, 129.2179059]"
1864,35.25575494,129.2190229,"[35.25575494, 129.2190229]","[35.25575494, 129.2190229]"
1865,35.25623282,129.2196124,"[35.25623282, 129.2196124]","[35.25623282, 129.2196124]"
1866,35.24124285,129.2137086,"[35.24124285, 129.2137086]","[35.24124285, 129.2137086]"
1867,35.33131762,129.2587861,"[35.33131762, 129.2587861]","[35.33131762, 129.2587861]"
1868,35.24317023,129.2137153,"[35.24317023, 129.2137153]","[35.24317023, 129.2137153]"
1869,35.21271645,129.2217312,"[35.21271645, 129.2217312]","[35.21271645, 129.2217312]"
1870,35.19619799,129.2220251,"[35.19619799, 129.2220251]","[35.19619799, 129.2220251]"
1871,35.32507119,129.1681231,"[35.32507119, 129.1681231]","[35.32507119, 129.1681231]"
1872,35.32566622,129.1694425,"[35.32566622, 129.1694425]","[35.32566622, 129.1694425]"
1873,35.32738723,129.1693466,"[35.32738723, 129.1693466]","[35.32738723, 129.1693466]"
1874,35.19500781,129.2212668,"[35.19500781, 129.2212668]","[35.19500781, 129.2212668]"
1875,35.24688992,129.2137847,"[35.24688992, 129.2137847]","[35.24688992, 129.2137847]"
1876,35.24017463,129.2134265,"[35.24017463, 129.2134265]","[35.24017463, 129.2134265]"
1877,35.20165236,129.2062927,"[35.20165236, 129.2062927]","[35.20165236, 129.2062927]"
1878,35.3239903,129.2020931,"[35.3239903, 129.2020931]","[35.3239903, 129.2020931]"
1879,35.34821421,129.2578884,"[35.34821421, 129.2578884]","[35.34821421, 129.2578884]"
1880,35.3483074,129.2579397,"[35.3483074, 129.2579397]","[35.3483074, 129.2579397]"
1881,35.3483112,129.2578442,"[35.3483112, 129.2578442]","[35.3483112, 129.2578442]"
1882,35.34694723,129.2633989,"[35.34694723, 129.2633989]","[35.34694723, 129.2633989]"
1883,35.34717349,129.2628985,"[35.34717349, 129.2628985]","[35.34717349, 129.2628985]"
1884,35.34493289,129.2669227,"[35.34493289, 129.2669227]","[35.34493289, 129.2669227]"
1885,35.34514065,129.2666032,"[35.34514065, 129.2666032]","[35.34514065, 129.2666032]"
1886,35.33690886,129.27517,"[35.33690886, 129.27517]","[35.33690886, 129.27517]"
1887,35.33684383,129.2753376,"[35.33684383, 129.2753376]","[35.33684383, 129.2753376]"
1888,35.33208035,129.2796486,"[35.33208035, 129.2796486]","[35.33208035, 129.2796486]"
1889,35.24971737,129.2089562,"[35.24971737, 129.2089562]","[35.24971737, 129.2089562]"
1890,35.24644598,129.1798233,"[35.24644598, 129.1798233]","[35.24644598, 129.1798233]"
1891,35.32063,129.2082929,"[35.32063, 129.2082929]","[35.32063, 129.2082929]"
1892,35.31946222,129.2008479,"[35.31946222, 129.2008479]","[35.31946222, 129.2008479]"
1893,35.3400276,129.2616063,"[35.3400276, 129.2616063]","[35.3400276, 129.2616063]"
1894,35.34099769,129.2593443,"[35.34099769, 129.2593443]","[35.34099769, 129.2593443]"
1895,35.34103985,129.2595825,"[35.34103985, 129.2595825]","[35.34103985, 129.2595825]"
1896,35.34857364,129.2565594,"[35.34857364, 129.2565594]","[35.34857364, 129.2565594]"
1897,35.34850312,129.2564081,"[35.34850312, 129.2564081]","[35.34850312, 129.2564081]"
1898,35.3483839,129.2565551,"[35.3483839, 129.2565551]","[35.3483839, 129.2565551]"
1899,35.34843732,129.2567275,"[35.34843732, 129.2567275]","[35.34843732, 129.2567275]"
1900,35.35202536,129.255266,"[35.35202536, 129.255266]","[35.35202536, 129.255266]"
1901,35.29701683,129.258834,"[35.29701683, 129.258834]","[35.29701683, 129.258834]"
1902,35.2608355,129.2277514,"[35.2608355, 129.2277514]","[35.2608355, 129.2277514]"
1903,35.2625768,129.2316656,"[35.2625768, 129.2316656]","[35.2625768, 129.2316656]"
1904,35.26301895,129.2322856,"[35.26301895, 129.2322856]","[35.26301895, 129.2322856]"
1905,35.32672958,129.2620538,"[35.32672958, 129.2620538]","[35.32672958, 129.2620538]"
1906,35.32647909,129.2619952,"[35.32647909, 129.2619952]","[35.32647909, 129.2619952]"
1907,35.32643521,129.2623056,"[35.32643521, 129.2623056]","[35.32643521, 129.2623056]"
1908,35.32667842,129.2623553,"[35.32667842, 129.2623553]","[35.32667842, 129.2623553]"
1909,35.32784417,129.2611691,"[35.32784417, 129.2611691]","[35.32784417, 129.2611691]"
1910,35.32760621,129.2611018,"[35.32760621, 129.2611018]","[35.32760621, 129.2611018]"
1911,35.32756418,129.2614057,"[35.32756418, 129.2614057]","[35.32756418, 129.2614057]"
1912,35.32779325,129.2614635,"[35.32779325, 129.2614635]","[35.32779325, 129.2614635]"
1913,35.3289785,129.2602821,"[35.3289785, 129.2602821]","[35.3289785, 129.2602821]"
1914,35.32873381,129.2602192,"[35.32873381, 129.2602192]","[35.32873381, 129.2602192]"
1915,35.32871536,129.260517,"[35.32871536, 129.260517]","[35.32871536, 129.260517]"
1916,35.32892795,129.2606036,"[35.32892795, 129.2606036]","[35.32892795, 129.2606036]"
1917,35.33300386,129.2584861,"[35.33300386, 129.2584861]","[35.33300386, 129.2584861]"
1918,35.33649124,129.2585032,"[35.33649124, 129.2585032]","[35.33649124, 129.2585032]"
1919,35.33894074,129.2585257,"[35.33894074, 129.2585257]","[35.33894074, 129.2585257]"
1920,35.31682433,129.2592656,"[35.31682433, 129.2592656]","[35.31682433, 129.2592656]"
1921,35.31618715,129.2603983,"[35.31618715, 129.2603983]","[35.31618715, 129.2603983]"
1922,35.38506012,129.2557349,"[35.38506012, 129.2557349]","[35.38506012, 129.2557349]"
1923,35.32975167,129.283008,"[35.32975167, 129.283008]","[35.32975167, 129.283008]"
1924,35.34115971,129.2502338,"[35.34115971, 129.2502338]","[35.34115971, 129.2502338]"
1925,35.31854897,129.2400945,"[35.31854897, 129.2400945]","[35.31854897, 129.2400945]"
1926,35.31825141,129.2402342,"[35.31825141, 129.2402342]","[35.31825141, 129.2402342]"
1927,35.31830747,129.2405414,"[35.31830747, 129.2405414]","[35.31830747, 129.2405414]"
1928,35.31856816,129.2404074,"[35.31856816, 129.2404074]","[35.31856816, 129.2404074]"
1929,35.32249207,129.2423064,"[35.32249207, 129.2423064]","[35.32249207, 129.2423064]"
1930,35.29913454,129.258289,"[35.29913454, 129.258289]","[35.29913454, 129.258289]"
1931,35.29829337,129.2585425,"[35.29829337, 129.2585425]","[35.29829337, 129.2585425]"
1932,35.27013465,129.2297302,"[35.27013465, 129.2297302]","[35.27013465, 129.2297302]"
1933,35.2637913,129.2328429,"[35.2637913, 129.2328429]","[35.2637913, 129.2328429]"
1934,35.26456488,129.2330819,"[35.26456488, 129.2330819]","[35.26456488, 129.2330819]"
1935,35.26541363,129.233348,"[35.26541363, 129.233348]","[35.26541363, 129.233348]"
1936,35.30579489,129.2404887,"[35.30579489, 129.2404887]","[35.30579489, 129.2404887]"
1937,35.30905153,129.2403985,"[35.30905153, 129.2403985]","[35.30905153, 129.2403985]"
1938,35.29531149,129.2368518,"[35.29531149, 129.2368518]","[35.29531149, 129.2368518]"
1939,35.27477436,129.2313546,"[35.27477436, 129.2313546]","[35.27477436, 129.2313546]"
1940,35.27478943,129.2316642,"[35.27478943, 129.2316642]","[35.27478943, 129.2316642]"
1941,35.2745624,129.2315766,"[35.2745624, 129.2315766]","[35.2745624, 129.2315766]"
1942,35.27971371,129.2327229,"[35.27971371, 129.2327229]","[35.27971371, 129.2327229]"
1943,35.27426641,129.2303471,"[35.27426641, 129.2303471]","[35.27426641, 129.2303471]"
1944,35.26665868,129.2336954,"[35.26665868, 129.2336954]","[35.26665868, 129.2336954]"
1945,35.26630811,129.2336069,"[35.26630811, 129.2336069]","[35.26630811, 129.2336069]"
1946,35.32668024,129.1768149,"[35.32668024, 129.1768149]","[35.32668024, 129.1768149]"
1947,35.35302021,129.1366405,"[35.35302021, 129.1366405]","[35.35302021, 129.1366405]"
1948,35.35798761,129.1404238,"[35.35798761, 129.1404238]","[35.35798761, 129.1404238]"
1949,35.35782682,129.1403265,"[35.35782682, 129.1403265]","[35.35782682, 129.1403265]"
1950,35.35762309,129.140599,"[35.35762309, 129.140599]","[35.35762309, 129.140599]"
1951,35.35774267,129.1409832,"[35.35774267, 129.1409832]","[35.35774267, 129.1409832]"
1952,35.35796302,129.1408266,"[35.35796302, 129.1408266]","[35.35796302, 129.1408266]"
1953,35.35525464,129.1483804,"[35.35525464, 129.1483804]","[35.35525464, 129.1483804]"
1954,35.35507342,129.1483349,"[35.35507342, 129.1483349]","[35.35507342, 129.1483349]"
1955,35.35535775,129.1485908,"[35.35535775, 129.1485908]","[35.35535775, 129.1485908]"
1956,35.35052639,129.1583721,"[35.35052639, 129.1583721]","[35.35052639, 129.1583721]"
1957,35.32218906,129.2148156,"[35.32218906, 129.2148156]","[35.32218906, 129.2148156]"
1958,35.31697457,129.1845287,"[35.31697457, 129.1845287]","[35.31697457, 129.1845287]"
1959,35.31680641,129.1843911,"[35.31680641, 129.1843911]","[35.31680641, 129.1843911]"
1960,35.31667811,129.1845745,"[35.31667811, 129.1845745]","[35.31667811, 129.1845745]"
1961,35.31685561,129.1847073,"[35.31685561, 129.1847073]","[35.31685561, 129.1847073]"
1962,35.31811945,129.1921734,"[35.31811945, 129.1921734]","[35.31811945, 129.1921734]"
1963,35.31795162,129.1920663,"[35.31795162, 129.1920663]","[35.31795162, 129.1920663]"
1964,35.31781879,129.1922563,"[35.31781879, 129.1922563]","[35.31781879, 129.1922563]"
1965,35.31798904,129.1924064,"[35.31798904, 129.1924064]","[35.31798904, 129.1924064]"
1966,35.31890412,129.1975103,"[35.31890412, 129.1975103]","[35.31890412, 129.1975103]"
1967,35.31874277,129.1973566,"[35.31874277, 129.1973566]","[35.31874277, 129.1973566]"
1968,35.31861793,129.1975391,"[35.31861793, 129.1975391]","[35.31861793, 129.1975391]"
1969,35.31880015,129.1976983,"[35.31880015, 129.1976983]","[35.31880015, 129.1976983]"
1970,35.31954826,129.2006239,"[35.31954826, 129.2006239]","[35.31954826, 129.2006239]"
1971,35.31968398,129.2009092,"[35.31968398, 129.2009092]","[35.31968398, 129.2009092]"
1972,35.32077181,129.2081115,"[35.32077181, 129.2081115]","[35.32077181, 129.2081115]"
1973,35.32077574,129.2084899,"[35.32077574, 129.2084899]","[35.32077574, 129.2084899]"
1974,35.32081399,129.210638,"[35.32081399, 129.210638]","[35.32081399, 129.210638]"
1975,35.31967495,129.1870486,"[35.31967495, 129.1870486]","[35.31967495, 129.1870486]"
1976,35.32332911,129.1906627,"[35.32332911, 129.1906627]","[35.32332911, 129.1906627]"
1977,35.32462985,129.1891259,"[35.32462985, 129.1891259]","[35.32462985, 129.1891259]"
1978,35.32462831,129.1888605,"[35.32462831, 129.1888605]","[35.32462831, 129.1888605]"
1979,35.323202,129.1965059,"[35.323202, 129.1965059]","[35.323202, 129.1965059]"
